,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
45,46,46,Luke Donald,73,6.87,50,728,-0.160
46,47,47,Briny Baird,60,6.85,47,686,+0.170
47,48,48,Cameron Beckman,71,6.82,61,895,+0.115
48,49,49,Matt Bettencourt,84,6.68,72,1078,+0.292
49,50,50,Scott McCarron,65,6.63,50,754,+0.020
50,51,51,Charl Schwartzel,58,6.61,37,560,-0.108
51,52,52,Chad Campbell,99,6.6,80,1212,-0.025
52,53,53,Jimmy Walker,79,6.59,70,1062,+0.214
53,54,54,Ben Curtis,66,6.58,57,866,+0.140
54,55,55,Alexandre Rocha,65,6.56,45,686,+0.156
55,56,56,William McGirt,103,6.46,83,1285,+0.193
56,57,57,Jerry Kelly,85,6.43,61,948,+0.148
57,58,58,K.J. Choi,77,6.42,52,810,+0.019
58,59,59,Aron Price,58,6.41,44,686,+0.182
59,60,60,Brendon de Jonge,105,6.4,82,1282,+0.207
60,61,61,Camilo Villegas,69,6.39,51,798,+0.118
61,62,62,D.J. Brigman,67,6.36,49,770,+0.408
62,63,63,Pat Perez,76,6.35,62,976,+0.177
63,64,64,Graeme McDowell,50,6.32,33,522,-0.121
64,65,65,Steve Elkington,50,6.31,37,586,+0.378
65,66,66,Michael Thompson,79,6.21,60,966,+0.200
66,67,67,Matt Jones,71,6.18,55,890,+0.182
67,68,68,Justin Hicks,60,6.17,38,616,+0.105
68,69,69,J.J. Henry,96,6.09,67,1100,+0.104
69,70,70,Michael Putnam,67,6.08,45,740,+0.244
70,71,71,Hunter Haas,96,6.07,72,1186,+0.236
71,72,72,Chez Reavie,92,6.04,69,1143,+0.072
72,73,73,Spencer Levin,113,6.03,79,1310,+0.063
73,74,74,Ryan Moore,79,5.98,50,836,+0.180
74,75,75,Mark Wilson,89,5.95,58,974,+0.069
75,76,76,George McNeill,69,5.94,48,808,+0.125
76,77,77,Brandt Jobe,100,5.93,67,1130,+0.119
77,T78,T78,Rod Pampling,72,5.84,49,839,+0.143
78,T78,T78,Garrett Willis,71,5.84,52,891,+0.327
79,80,80,John Merrick,71,5.83,49,840,+0.061
80,81,81,Bio Kim,71,5.81,47,809,+0.383
81,82,82,Derek Lamely,65,5.8,47,811,+0.574
82,83,83,Ben Crane,76,5.73,50,872,+0.080
83,84,84,Bobby Gates,82,5.68,53,933,+0.396
84,85,85,John Senden,94,5.67,64,1129,-0.109
85,86,86,Jason Bohn,74,5.63,53,942,+0.038
86,87,87,Zach Johnson,79,5.58,50,896,+0.080
87,T88,T88,Jason Dufner,78,5.53,50,904,+0.140
88,T88,T88,Lucas Glover,74,5.53,47,850,+0.149
89,90,90,Chris Couch,73,5.5,52,946,+0.212
90,91,91,Brandt Snedeker,85,5.47,51,933,E
91,92,92,Rich Beem,53,5.46,35,641,+0.257
92,93,93,Vaughn Taylor,89,5.44,63,1158,+0.048
93,94,94,Roland Thatcher,67,5.42,46,849,+0.283
94,95,95,Bill Lunde,92,5.39,58,1076,+0.155
95,96,96,Ryan Palmer,82,5.37,45,838,+0.378
96,97,97,Scott Stallings,84,5.31,51,961,+0.157
97,98,98,Troy Matteson,91,5.23,59,1129,+0.119
98,99,99,Matt Kuchar,94,5.22,52,996,+0.077
99,100,100,Ben Martin,74,5.17,47,909,+0.064
100,101,101,Billy Mayfair,94,5.14,61,1187,+0.148
101,102,102,David Toms,78,5.12,42,820,+0.190
102,103,103,Heath Slocum,89,5.11,53,1037,+0.226
103,T104,T104,Rickie Fowler,84,5.09,47,924,+0.191
104,T104,T104,Fabián Gómez,84,5.09,49,962,+0.224
105,T104,T104,Steve Stricker,70,5.09,38,746,E
106,T107,T107,Shane Bertsch,62,5.08,37,728,+0.081
107,T107,T107,Vijay Singh,79,5.08,51,1004,+0.059
108,T109,T109,Jason Day,76,4.96,41,826,E
109,T109,T109,Chris Stroud,88,4.96,54,1088,+0.278
110,111,111,Padraig Harrington,60,4.94,31,628,+0.065
111,112,112,D.A. Points,89,4.93,51,1034,+0.157
112,113,113,Will Strickler,51,4.82,29,602,+0.448
113,114,114,Jim Herman,69,4.76,38,798,+0.079
114,T115,T115,Marc Leishman,87,4.75,53,1116,+0.245
115,T115,T115,Kyle Stanley,98,4.75,53,1116,+0.075
116,117,117,Paul Stankowski,78,4.73,43,909,+0.070
117,118,118,Joe Durant,71,4.71,42,891,+0.190
118,T119,T119,Scott Gutschewski,67,4.68,36,770,+0.333
119,T119,T119,Hunter Mahan,92,4.68,50,1068,-0.040
120,121,121,Anthony Kim,72,4.66,38,816,+0.263
121,T122,T122,Charles Howell III,108,4.65,59,1270,+0.153
122,T122,T122,Geoff Ogilvy,69,4.65,35,752,+0.286
123,T122,T122,Cameron Tringale,110,4.65,63,1354,+0.095
124,125,125,Kevin Kisner,70,4.64,37,797,+0.189
125,126,126,Steve Marino,76,4.62,40,866,-0.075
126,T127,T127,Ricky Barnes,78,4.6,41,892,+0.220
127,T127,T127,Rocco Mediate,53,4.6,31,674,+0.387
128,129,129,Ernie Els,71,4.58,38,830,+0.316
129,130,130,Sung Kang,63,4.48,32,714,+0.313
130,T131,T131,Sergio Garcia,61,4.47,28,626,+0.143
131,T131,T131,Chris Kirk,87,4.47,48,1074,+0.188
132,T131,T131,Brendan Steele,89,4.47,48,1075,+0.229
133,134,134,Adam Scott,60,4.42,28,634,E
134,T135,T135,Troy Merritt,63,4.4,35,796,+0.229
135,T135,T135,Martin Piller,63,4.4,32,727,+0.625
136,137,137,John Rollins,85,4.39,44,1002,-0.091
137,138,138,Keegan Bradley,91,4.38,47,1074,+0.426
138,139,139,Josh Teater,104,4.36,56,1285,+0.304
139,140,140,Andres Gonzales,60,4.35,28,644,+0.107
140,141,141,Robert Karlsson,61,4.29,27,629,+0.370
141,T142,T142,Tommy Gainey,104,4.26,54,1269,+0.093
142,T142,T142,Tag Ridings,87,4.26,44,1033,+0.205
143,144,144,Rory Sabbatini,85,4.24,36,849,+0.083
144,145,145,James Driscoll,71,4.23,36,852,+0.306
145,T146,T146,Brian Davis,105,4.21,54,1282,E
146,T146,T146,Carl Pettersson,95,4.21,53,1260,+0.075
147,148,148,Scott Piercy,78,4.2,37,882,+0.216
148,149,149,Freddie Jacobson,92,4.19,41,978,+0.171
149,150,150,Joe Ogilvie,75,4.1,35,853,+0.057
150,151,151,Justin Rose,79,4.08,36,882,+0.056
151,152,152,Kevin Stadler,88,4.04,41,1016,-0.171
152,153,153,Joseph Bramlett,73,3.99,34,852,+0.471
153,154,154,Kevin Streelman,90,3.93,39,992,+0.051
154,155,155,Blake Adams,116,3.89,57,1464,+0.140
155,156,156,Tom Gillis,55,3.86,27,700,+0.407
156,157,157,Harrison Frazar,58,3.77,22,584,+0.091
157,158,158,Kevin Chappell,78,3.76,32,852,+0.125
158,159,159,Aaron Baddeley,77,3.69,32,868,+0.281
159,160,160,Jim Renner,65,3.64,27,742,+0.296
160,161,161,Retief Goosen,50,3.6,20,556,+0.250
161,T162,T162,Jonathan Byrd,83,3.57,36,1008,-0.111
162,T162,T162,Bill Haas,93,3.57,36,1008,+0.028
163,T164,T164,Bo Van Pelt,92,3.52,35,993,+0.200
164,T164,T164,Bubba Watson,85,3.52,29,825,+0.172
165,166,166,Gary Woodland,93,3.49,34,974,+0.118
166,167,167,Martin Laird,77,3.48,30,862,-0.067
167,168,168,Ángel Cabrera,50,3.47,17,490,+0.176
168,169,169,Nick Watney,80,3.36,29,864,+0.103
169,170,170,Jeff Overton,92,3.33,34,1020,+0.324
170,171,171,Robert Allenby,84,3.27,32,980,+0.250
171,172,172,Billy Horschel,75,3.24,28,865,+0.143
172,173,173,Alex Prugh,82,3.23,32,991,+0.156
173,174,174,Steven Bowditch,86,3.22,35,1088,+0.343
174,T175,T175,Davis Love III,70,3.16,23,728,+0.348
175,T175,T175,Andres Romero,77,3.16,30,948,+0.300
176,177,177,Y.E. Yang,63,3.06,18,588,+0.333
177,178,178,D.J. Trahan,91,2.94,34,1158,+0.088
178,179,179,Robert Garrigus,83,2.89,28,968,+0.464
179,180,180,Webb Simpson,98,2.68,31,1156,-0.097
180,181,181,Boo Weekley,66,2.51,20,796,+0.350
181,182,182,Charley Hoffman,93,2.42,25,1035,+0.040
182,183,183,Jhonattan Vegas,84,2.35,23,978,+0.391
183,184,184,J.B. Holmes,57,2.28,15,658,+0.067
184,185,185,Phil Mickelson,79,1.97,16,812,E
185,186,186,Dustin Johnson,72,0.92,7,760,+0.143
