,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
52,53,53,Bill Haas,93,65.98,1057,1602,-0.26
53,54,54,Boo Weekley,101,65.86,1150,1746,-0.25
54,T55,T55,Steve Flesch,100,65.83,1185,1800,-0.24
55,T55,T55,Steve Stricker,81,65.83,948,1440,-0.28
56,57,57,Robert Gamez,88,65.81,995,1512,-0.24
57,58,58,Justin Rose,63,65.73,698,1062,-0.28
58,59,59,Camilo Villegas,82,65.72,970,1476,-0.26
59,60,60,Ryan Moore,92,65.64,1087,1656,-0.26
60,61,61,Jeff Quinney,95,65.61,1122,1710,-0.26
61,T62,T62,Ken Duke,112,65.58,1322,2016,-0.25
62,T62,T62,Kirk Triplett,77,65.58,909,1386,-0.22
63,T64,T64,Jason Gore,86,65.57,1015,1548,-0.26
64,T64,T64,Kevin Stadler,95,65.57,1074,1638,-0.22
65,66,66,Trevor Immelman,74,65.52,802,1224,-0.19
66,67,67,Woody Austin,95,65.5,1120,1710,-0.24
67,T68,T68,Pat Perez,84,65.49,943,1440,-0.26
68,T68,T68,Kevin Sutherland,85,65.49,1002,1530,-0.25
69,T68,T68,Bubba Watson,80,65.49,943,1440,-0.28
70,71,71,Darron Stiles,65,65.48,719,1098,-0.23
71,72,72,Adam Scott,69,65.44,801,1224,-0.3
72,73,73,Anthony Kim,93,65.35,1094,1674,-0.27
73,74,74,K.J. Choi,87,65.29,999,1530,-0.26
74,75,75,Daniel Chopra,106,65.2,1244,1908,-0.27
75,76,76,Tom Byrum,50,65.16,563,864,-0.2
76,77,77,Frank Lickliter II,95,65.15,1114,1710,-0.26
77,78,78,Rod Pampling,92,65.12,1055,1620,-0.23
78,79,79,Jeff Brehaut,59,65.11,668,1026,-0.22
79,80,80,Jason Dufner,100,65.06,1171,1800,-0.23
80,81,81,Billy Andrade,88,65.03,1030,1584,-0.24
81,82,82,Jason Bohn,57,65.01,667,1026,-0.25
82,83,83,Brian Davis,101,64.96,1181,1818,-0.26
83,T84,T84,Matt Kuchar,85,64.95,947,1458,-0.24
84,T84,T84,Phil Mickelson,73,64.95,830,1278,-0.31
85,T86,T86,Stephen Ames,81,64.94,900,1386,-0.24
86,T86,T86,Matt Hendrix,63,64.94,713,1098,-0.24
87,T88,T88,Craig Bowden,78,64.91,888,1368,-0.23
88,T88,T88,Daisuke Maruyama,86,64.91,958,1476,-0.24
89,90,90,Rocco Mediate,72,64.89,841,1296,-0.25
90,91,91,Mark Wilson,87,64.86,969,1494,-0.22
91,92,92,Mark Brooks,53,64.85,572,882,-0.19
92,93,93,Jerry Kelly,101,64.83,1132,1746,-0.23
93,94,94,Justin Leonard,95,64.8,1108,1710,-0.23
94,95,95,Steve Allan,63,64.78,688,1062,-0.28
95,96,96,Cliff Kresge,107,64.75,1247,1926,-0.25
96,97,97,David Branshaw,83,64.73,967,1494,-0.2
97,98,98,Ernie Els,59,64.66,675,1044,-0.28
98,99,99,Richard Johnson,93,64.65,1059,1638,-0.21
99,T100,T100,Peter Lonard,85,64.61,942,1458,-0.23
100,T100,T100,Jarrod Lyle,77,64.61,849,1314,-0.26
101,102,102,Tim Herron,98,64.6,1093,1692,-0.24
102,103,103,Brandt Snedeker,105,64.58,1174,1818,-0.26
103,104,104,J.B. Holmes,71,64.57,802,1242,-0.27
104,105,105,Sergio Garcia,68,64.56,767,1188,-0.29
105,106,106,Michael Sim,52,64.53,604,936,-0.25
106,107,107,Tom Johnson,74,64.51,836,1296,-0.23
107,T108,T108,Mathias Grönberg,95,64.5,1103,1710,-0.26
108,T108,T108,Craig Kanada,109,64.5,1219,1890,-0.24
109,110,110,Kyle Reifers,71,64.49,801,1242,-0.19
110,111,111,Zach Johnson,76,64.44,870,1350,-0.24
111,112,112,Rich Beem,89,64.36,1031,1602,-0.26
112,113,113,Brendon de Jonge,76,64.35,834,1296,-0.28
113,T114,T114,Glen Day,85,64.33,938,1458,-0.23
114,T114,T114,Doug LaBelle II,104,64.33,1158,1800,-0.22
115,T114,T114,Scott Verplank,82,64.33,938,1458,-0.25
116,117,117,Lee Janzen,66,64.32,741,1152,-0.23
117,118,118,Steve Wheatcroft,73,64.25,798,1242,-0.23
118,119,119,Jim Rutledge,59,64.24,636,990,-0.16
119,120,120,Vaughn Taylor,91,64.18,1005,1566,-0.28
120,T121,T121,Mark Calcavecchia,93,64.11,1027,1602,-0.29
121,T121,T121,Chris Couch,76,64.11,877,1368,-0.25
122,123,123,Charley Hoffman,97,64.03,1118,1746,-0.28
123,124,124,Davis Love III,66,64.02,749,1170,-0.21
124,125,125,Jaco Van Zyl,51,63.95,564,882,-0.18
125,126,126,Carl Pettersson,111,63.84,1264,1980,-0.27
126,127,127,Ryan Palmer,91,63.8,1045,1638,-0.25
127,128,128,David Toms,80,63.78,884,1386,-0.25
128,129,129,Chad Campbell,96,63.77,1033,1620,-0.22
129,130,130,Paul Gow,70,63.72,757,1188,-0.24
130,T131,T131,John Rollins,102,63.64,1157,1818,-0.25
131,T131,T131,Chris Tidland,59,63.64,630,990,-0.24
132,133,133,Harrison Frazar,88,63.63,985,1548,-0.25
133,134,134,Marco Dawson,73,63.62,813,1278,-0.25
134,135,135,Dicky Pride,71,63.6,767,1206,-0.23
135,136,136,Jonathan Byrd,73,63.55,835,1314,-0.31
136,137,137,Troy Matteson,87,63.54,995,1566,-0.26
137,138,138,Bob Tway,103,63.52,1132,1782,-0.25
138,139,139,George McNeill,95,63.43,1039,1638,-0.27
139,T140,T140,Mark Hensby,81,63.37,924,1458,-0.25
140,T140,T140,Charles Howell III,89,63.37,981,1548,-0.24
141,142,142,Dean Wilson,92,63.35,1049,1656,-0.25
142,T143,T143,Bob Estes,88,63.19,1001,1584,-0.27
143,T143,T143,Paul Stankowski,52,63.19,546,864,-0.25
144,145,145,Luke Donald,69,63.18,762,1206,-0.25
145,146,146,Bob Heintz,85,63.17,921,1458,-0.29
146,147,147,Rich Barcelo,80,63.11,886,1404,-0.26
147,148,148,Michael Boyd,61,63.06,647,1026,-0.22
148,149,149,Steve Elkington,87,63.05,942,1494,-0.23
149,150,150,Craig Lile,77,63.04,851,1350,-0.26
150,151,151,Mike Weir,82,63.03,919,1458,-0.25
151,152,152,John Mallinger,96,62.96,1088,1728,-0.23
152,153,153,Brian Gay,107,62.94,1167,1854,-0.27
153,154,154,J.P. Hayes,89,62.92,1008,1602,-0.26
154,155,155,Tim Petrovic,106,62.89,1200,1908,-0.27
155,156,156,Anders Hansen,55,62.85,577,918,-0.22
156,157,157,Tag Ridings,52,62.78,565,900,-0.31
157,158,158,Geoff Ogilvy,84,62.75,881,1404,-0.27
158,159,159,Ryuji Imada,104,62.72,1129,1800,-0.29
159,160,160,Scott Gutschewski,67,62.7,711,1134,-0.26
160,161,161,Gavin Coles,87,62.58,935,1494,-0.23
161,162,162,Andrew Buckle,77,62.52,844,1350,-0.25
162,163,163,Arron Oberholser,69,62.25,762,1224,-0.24
163,164,164,Jason Schultz,63,62.24,661,1062,-0.22
164,165,165,Chris Riley,59,62.12,615,990,-0.26
165,166,166,Brett Quigley,79,62.11,872,1404,-0.25
166,167,167,Kevin Na,84,61.97,937,1512,-0.28
167,168,168,José Coceres,50,61.96,513,828,-0.2
168,169,169,Nathan Green,103,61.9,1103,1782,-0.28
169,170,170,Tom Pernice Jr.,104,61.86,1158,1872,-0.25
170,171,171,Fred Funk,65,61.75,678,1098,-0.2
171,172,172,Joe Ogilvie,102,61.68,1088,1764,-0.29
172,173,173,Ian Poulter,63,61.67,666,1080,-0.23
173,174,174,Rory Sabbatini,81,61.6,876,1422,-0.29
174,175,175,Stuart Appleby,74,61.57,809,1314,-0.23
175,176,176,Tim Clark,66,61.37,707,1152,-0.28
176,177,177,Brian Bateman,55,61.33,563,918,-0.21
177,178,178,Eric Axley,107,61.32,1181,1926,-0.24
178,179,179,John Daly,59,61.3,651,1062,-0.28
179,180,180,Henrik Stenson,52,61.23,507,828,-0.25
180,181,181,Jeff Sluman,60,61.01,615,1008,-0.19
181,182,182,Shigeki Maruyama,84,60.98,911,1494,-0.27
182,183,183,Corey Pavin,81,60.77,886,1458,-0.22
183,184,184,Tripp Isenhour,86,60.57,894,1476,-0.25
184,185,185,Ben Curtis,80,60.56,872,1440,-0.21
185,186,186,Parker McLachlin,83,60.55,861,1422,-0.25
186,187,187,Chris DiMarco,79,60.53,839,1386,-0.24
187,188,188,Aaron Baddeley,83,60.35,869,1440,-0.29
188,189,189,Padraig Harrington,64,60.3,673,1116,-0.28
189,190,190,Nick O'Hern,72,60.21,737,1224,-0.23
190,191,191,Bryce Molder,56,59.47,578,972,-0.23
191,192,192,Paul Goydos,60,59.42,631,1062,-0.24
192,193,193,Bubba Dickerson,51,59.34,502,846,-0.25
193,194,194,Retief Goosen,50,58.91,509,864,-0.24
194,195,195,Todd Hamilton,76,56.94,779,1368,-0.21
195,196,196,José María Olazábal,52,54.33,489,900,-0.25
