,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
37,38,38,Chris Couch,75,21.19,286,1350
38,39,39,Tim Clark,80,21.17,301,1422
39,40,40,Michael Allen,84,21.16,320,1512
40,41,41,Stephen Ames,63,21.15,236,1116
41,42,42,Mark Wilson,79,21.13,289,1368
42,43,43,Joe Ogilvie,95,21.12,346,1638
43,44,44,Pat Perez,50,21.11,190,900
44,45,45,Marco Dawson,87,21.07,330,1566
45,46,46,Bubba Dickerson,98,21.06,364,1728
46,47,47,Tom Pernice Jr.,108,21.05,394,1872
47,48,48,Camilo Villegas,95,20.97,351,1674
48,49,49,Arron Oberholser,82,20.96,298,1422
49,50,50,Alex Cejka,93,20.94,343,1638
50,51,51,Ernie Els,69,20.92,241,1152
51,52,52,Padraig Harrington,54,20.89,188,900
52,53,53,Scott Verplank,88,20.87,323,1548
53,54,54,Greg Owen,79,20.85,289,1386
54,T55,T55,Stewart Cink,93,20.77,329,1584
55,T55,T55,Jesper Parnevik,84,20.77,314,1512
56,57,57,Retief Goosen,68,20.74,224,1080
57,58,58,Mathias Grönberg,92,20.66,331,1602
58,59,59,Will MacKenzie,91,20.64,327,1584
59,T60,T60,Joe Durant,101,20.63,375,1818
60,T60,T60,Rod Pampling,89,20.63,312,1512
61,T62,T62,Nathan Green,108,20.62,386,1872
62,T62,T62,Rory Sabbatini,84,20.62,308,1494
63,64,64,Bob May,65,20.61,230,1116
64,65,65,Shane Bertsch,104,20.59,378,1836
65,66,66,Geoff Ogilvy,76,20.56,259,1260
66,67,67,Ted Purdy,103,20.52,373,1818
67,68,68,Brett Quigley,109,20.48,387,1890
68,69,69,Shigeki Maruyama,94,20.47,339,1656
69,70,70,Brian Gay,107,20.46,394,1926
70,71,71,"Wes Short, Jr.",96,20.45,346,1692
71,72,72,Jerry Kelly,100,20.44,368,1800
72,73,73,Ryan Moore,68,20.43,239,1170
73,T74,T74,Daisuke Maruyama,83,20.39,290,1422
74,T74,T74,Tag Ridings,103,20.39,367,1800
75,T76,T76,Jeff Brehaut,100,20.37,352,1728
76,T76,T76,John Senden,96,20.37,341,1674
77,T78,T78,Woody Austin,107,20.35,392,1926
78,T78,T78,Rich Beem,85,20.35,304,1494
79,80,80,Kirk Triplett,58,20.34,205,1008
80,81,81,Ian Poulter,53,20.3,190,936
81,82,82,John Huston,74,20.29,263,1296
82,83,83,Scott Gutschewski,53,20.26,186,918
83,84,84,Charles Warren,93,20.25,328,1620
84,T85,T85,Mark Calcavecchia,94,20.19,338,1674
85,T85,T85,J.J. Henry,96,20.19,338,1674
86,87,87,Kris Cox,83,20.16,294,1458
87,88,88,Freddie Jacobson,56,20.14,203,1008
88,T89,T89,Sean O'Hair,100,20.12,355,1764
89,T89,T89,Dean Wilson,115,20.12,402,1998
90,91,91,Tommy Armour III,65,20.09,235,1170
91,92,92,Heath Slocum,96,20.07,336,1674
92,T93,T93,Kent Jones,103,20.02,364,1818
93,T93,T93,Jeff Sluman,101,20.02,364,1818
94,95,95,Chris DiMarco,83,20.01,281,1404
95,T96,T96,Arjun Atwal,97,20.0,342,1710
96,T96,T96,Brian Davis,92,20.0,324,1620
97,T96,T96,D.A. Points,82,20.0,288,1440
98,99,99,Chris Riley,86,19.99,295,1476
99,100,100,Olin Browne,108,19.98,374,1872
100,101,101,Bill Haas,99,19.97,345,1728
101,102,102,Dudley Hart,83,19.95,298,1494
102,103,103,D.J. Trahan,92,19.94,323,1620
103,T104,T104,Jason Bohn,104,19.93,373,1872
104,T104,T104,Jerry Smith,94,19.93,330,1656
105,106,106,Chad Campbell,91,19.92,312,1566
106,107,107,Lee Janzen,79,19.9,283,1422
107,108,108,Shaun Micheel,96,19.89,333,1674
108,109,109,Steve Flesch,119,19.86,411,2070
109,110,110,John Daly,51,19.84,175,882
110,111,111,Carl Pettersson,95,19.83,332,1674
111,112,112,Steve Lowery,99,19.76,345,1746
112,113,113,Bob Estes,85,19.74,302,1530
113,114,114,José María Olazábal,62,19.73,206,1044
114,115,115,David McKenzie,82,19.72,284,1440
115,116,116,Troy Matteson,101,19.69,358,1818
116,117,117,Aaron Baddeley,78,19.66,269,1368
117,118,118,Jeff Overton,95,19.65,329,1674
118,119,119,Todd Fischer,101,19.64,350,1782
119,120,120,K.J. Choi,93,19.63,325,1656
120,121,121,David Branshaw,98,19.61,346,1764
121,122,122,Bernhard Langer,77,19.6,254,1296
122,T123,T123,David Duval,71,19.57,243,1242
123,T123,T123,Brandt Jobe,91,19.57,310,1584
124,T123,T123,Chris Smith,67,19.57,236,1206
125,T123,T123,Duffy Waldorf,96,19.57,324,1656
126,127,127,Vance Veazey,59,19.49,207,1062
127,T128,T128,Jason Gore,86,19.44,294,1512
128,T128,T128,Ryuji Imada,105,19.44,357,1836
129,T128,T128,Kevin Sutherland,100,19.44,336,1728
130,131,131,Jeff Gove,91,19.41,304,1566
131,132,132,Richard Johnson,94,19.39,328,1692
132,133,133,Stephen Leaney,84,19.31,292,1512
133,134,134,Mathew Goggin,72,19.29,243,1260
134,135,135,Carlos Franco,86,19.25,298,1548
135,136,136,Billy Andrade,78,19.14,255,1332
136,137,137,Matt Hansen,68,19.11,227,1188
137,138,138,Danny Ellis,68,19.1,220,1152
138,T139,T139,Brent Geiberger,99,19.07,333,1746
139,T139,T139,Jeff Maggert,81,19.07,278,1458
140,T141,T141,Skip Kendall,72,19.06,247,1296
141,T141,T141,Kenny Perry,73,19.06,247,1296
142,143,143,Joey Sindelar,90,19.01,308,1620
143,144,144,Billy Mayfair,94,18.97,321,1692
144,145,145,Robert Damron,91,18.93,310,1638
145,146,146,Robert Gamez,94,18.85,319,1692
146,147,147,Zach Johnson,98,18.81,298,1584
147,148,148,Fred Funk,106,18.78,355,1890
148,149,149,Paul Azinger,87,18.77,294,1566
149,150,150,Nicholas Thompson,96,18.76,314,1674
150,151,151,Paul Goydos,72,18.75,243,1296
151,152,152,Bob Tway,81,18.73,263,1404
152,153,153,Jonathan Kaye,95,18.72,310,1656
153,154,154,Jimmy Walker,60,18.68,195,1044
154,155,155,Fred Couples,52,18.67,168,900
155,T156,T156,Ian Leggatt,80,18.64,255,1368
156,T156,T156,Omar Uresti,61,18.64,198,1062
157,158,158,James Driscoll,80,18.61,268,1440
158,T159,T159,John Cook,67,18.49,223,1206
159,T159,T159,Paul Stankowski,70,18.49,233,1260
160,T161,T161,Jason Schultz,77,18.44,249,1350
161,T161,T161,Patrick Sheehan,104,18.44,332,1800
162,163,163,Steve Elkington,52,18.41,169,918
163,164,164,Charles Howell III,96,18.4,308,1674
164,165,165,Greg Chalmers,71,18.33,221,1206
165,166,166,Henrik Bjornstad,97,18.25,312,1710
166,167,167,Doug Barron,74,18.19,239,1314
167,168,168,Greg Kraft,79,18.15,245,1350
168,169,169,Alex Aragon,63,18.12,199,1098
169,170,170,Roger Tambellini,64,18.03,198,1098
170,171,171,Tim Herron,82,17.97,262,1458
171,172,172,Mike Sposa,68,17.95,210,1170
172,173,173,Justin Leonard,83,17.93,255,1422
173,T174,T174,Bart Bryant,87,17.89,277,1548
174,T174,T174,Len Mattiace,59,17.89,190,1062
175,176,176,Ron Whittaker,81,17.86,254,1422
176,177,177,Ben Curtis,86,17.83,276,1548
177,178,178,Tim Petrovic,95,17.77,291,1638
178,179,179,Steve Jones,83,17.62,260,1476
179,180,180,Brian Bateman,69,17.61,206,1170
180,181,181,Michael Connell,51,17.48,151,864
181,182,182,Brad Faxon,78,17.38,244,1404
182,183,183,J.L. Lewis,57,17.35,178,1026
183,184,184,Mark O'Meara,52,17.11,154,900
184,185,185,Tjaart van der Walt,60,17.06,175,1026
185,186,186,Ryan Hietala,61,17.04,181,1062
186,187,187,Peter Lonard,77,16.96,232,1368
187,188,188,Tom Lehman,70,16.85,182,1080
188,189,189,Todd Hamilton,72,16.59,215,1296
189,190,190,Thomas Levet,53,16.45,151,918
190,191,191,Corey Pavin,74,16.35,206,1260
191,192,192,Jon Mills,68,16.33,194,1188
192,193,193,Mark Brooks,90,16.17,259,1602
193,194,194,"John Engler, Jr.",69,15.92,192,1206
194,195,195,Larry Mize,53,15.58,143,918
195,196,196,Hidemichi Tanaka,74,14.84,195,1314
