,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Heath Slocum,57,"94' 9""",94.75,1
1,2,2,Jim Renner,68,"84' 7""",84.583,1
2,3,3,Fabián Gómez,83,"84' 4""",84.333,1
3,4,4,Sangmoon Bae,98,"78' 6""",78.5,1
4,5,5,Brian Harman,90,"73' 10""",73.833,1
5,6,6,Pat Perez,96,"72' 1""",72.083,1
6,7,7,D.A. Points,72,"71' 11""",71.917,1
7,8,8,Matt Kuchar,97,"69' 6""",69.5,1
8,9,9,Kevin Kisner,104,"69' 3""",69.25,1
9,10,10,Brooks Koepka,84,"64' 0""",64.0,1
10,11,11,Kevin Chappell,86,"62' 8""",62.667,1
11,12,12,Cameron Percy,72,"60' 11""",60.917,1
12,13,13,Michael Thompson,83,"58' 2""",116.25,2
13,T14,T14,Ken Duke,93,"57' 7""",57.583,1
14,T14,T14,Steve Wheatcroft,87,"57' 7""",57.583,1
15,16,16,Justin Rose,69,"55' 7""",111.167,2
16,17,17,John Merrick,78,"55' 1""",55.083,1
17,18,18,Chesson Hadley,101,"54' 9""",218.917,4
18,19,19,Shawn Stefani,94,"54' 4""",54.333,1
19,20,20,Louis Oosthuizen,68,"53' 11""",107.833,2
20,21,21,Sean O'Hair,86,"53' 4""",53.333,1
21,22,22,Oscar Fraustro,58,"53' 2""",53.167,1
22,23,23,Seung-Yul Noh,65,"52' 6""",52.5,1
23,24,24,George McNeill,93,"50' 11""",101.75,2
24,25,25,Derek Ernst,75,"47' 10""",47.833,1
25,26,26,Max Homa,78,"46' 4""",46.333,1
26,27,27,Russell Knox,96,"43' 9""",43.75,1
27,28,28,Scott Stallings,60,"43' 8""",43.667,1
28,29,29,Derek Fathauer,81,"43' 5""",130.25,3
29,30,30,Luke Donald,71,"40' 8""",40.667,1
30,31,31,Marc Leishman,74,"39' 9""",39.75,1
31,32,32,Matt Every,73,"37' 11""",37.917,1
32,33,33,Adam Scott,51,"37' 7""",37.583,1
33,34,34,Brendon de Jonge,106,"37' 2""",74.25,2
34,35,35,Danny Lee,120,"36' 5""",109.167,3
35,36,36,Cameron Tringale,96,"36' 2""",72.333,2
36,37,37,Jon Curran,83,"35' 8""",35.667,1
37,38,38,Andrew Putnam,68,"35' 3""",105.75,3
38,39,39,Charlie Beljan,76,"34' 11""",174.667,5
39,40,40,Justin Thomas,106,"34' 5""",103.25,3
40,41,41,Eric Axley,57,"33' 6""",100.5,3
41,42,42,Dustin Johnson,75,"33' 4""",33.333,1
42,43,43,Ernie Els,57,"32' 3""",96.833,3
43,44,44,Hideki Matsuyama,95,"30' 11""",30.916999999999998,1
44,45,45,Steven Bowditch,103,"30' 9""",30.75,1
45,46,46,Billy Horschel,99,"29' 11""",29.916999999999998,1
46,47,47,Brandt Snedeker,98,"29' 7""",29.583000000000002,1
47,48,48,Blayne Barber,76,"28' 5""",28.416999999999998,1
48,49,49,Stewart Cink,77,"28' 0""",55.917,2
49,50,50,Kevin Na,98,"27' 6""",27.5,1
50,51,51,Nick Watney,91,"26' 0""",51.917,2
51,52,52,Martin Flores,95,"25' 10""",25.833000000000002,1
52,53,53,Zac Blair,108,"25' 1""",50.167,2
53,54,54,Mark Wilson,89,"24' 8""",24.666999999999998,1
54,55,55,Ian Poulter,68,"23' 11""",47.75,2
55,56,56,Geoff Ogilvy,50,"23' 4""",23.333000000000002,1
56,57,57,Scott Pinckney,88,"22' 10""",22.833000000000002,1
57,58,58,Andres Gonzales,90,"22' 0""",44.0,2
58,59,59,Lucas Glover,79,"21' 9""",65.167,3
59,60,60,Brian Davis,86,"19' 6""",19.5,1
60,61,61,Sung Joon Park,79,"19' 4""",19.333,1
61,62,62,Camilo Villegas,83,"19' 2""",19.167,1
62,63,63,Kevin Streelman,95,"18' 5""",18.417,1
63,T64,T64,Greg Owen,58,"16' 8""",33.25,2
64,T64,T64,Chris Stroud,84,"16' 8""",16.667,1
65,66,66,Brendon Todd,96,"14' 10""",14.833,1
66,67,67,Jerry Kelly,79,"8' 9""",8.75,1
