,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
36,37,37,Chris Couch,73,100.41,964,29,939
37,T38,T38,Matt Kuchar,94,100.4,997,25,976
38,T38,T38,Bryce Molder,82,100.4,989,30,963
39,40,40,Charlie Wi,83,100.38,1059,29,1034
40,41,41,Tim Petrovic,88,100.36,1108,44,1068
41,42,42,Webb Simpson,98,100.34,1173,47,1130
42,T43,T43,Brendon de Jonge,105,100.31,1299,41,1262
43,T43,T43,Charles Howell III,108,100.31,1292,37,1259
44,45,45,Kevin Streelman,90,100.3,989,33,959
45,46,46,David Hearn,88,100.28,1061,32,1032
46,T47,T47,Stewart Cink,72,100.27,749,26,725
47,T47,T47,Geoff Ogilvy,69,100.27,731,21,712
48,49,49,John Senden,94,100.26,1159,47,1115
49,50,50,Nick Watney,80,100.24,842,26,818
50,51,51,Paul Stankowski,78,100.22,917,32,887
51,T52,T52,Martin Laird,77,100.12,866,26,841
52,T52,T52,Roland Thatcher,67,100.12,862,30,833
53,54,54,D.A. Points,89,100.1,1049,36,1014
54,55,55,J.J. Henry,96,100.09,1175,32,1144
55,56,56,Josh Teater,104,100.08,1316,35,1282
56,T57,T57,Rickie Fowler,84,100.0,901,37,864
57,T57,T57,Hunter Haas,96,100.0,1211,48,1163
58,T57,T57,Jeff Overton,92,100.0,1027,32,995
59,T57,T57,Rod Pampling,72,100.0,855,32,823
60,T57,T57,Jimmy Walker,79,100.0,1075,27,1048
61,T57,T57,Mark Wilson,89,100.0,991,35,956
62,T63,T63,Aaron Baddeley,77,99.89,874,32,841
63,T63,T63,Scott Piercy,78,99.89,880,26,853
64,65,65,Stephen Ames,69,99.88,867,34,832
65,66,66,Steve Stricker,70,99.86,714,19,694
66,67,67,Charl Schwartzel,58,99.82,565,20,544
67,68,68,Pat Perez,76,99.8,979,36,941
68,69,69,Garrett Willis,71,99.78,914,28,884
69,T70,T70,Woody Austin,59,99.72,721,24,695
70,T70,T70,Lee Janzen,62,99.72,722,24,696
71,T72,T72,Sergio Garcia,61,99.69,649,21,626
72,T72,T72,Jerry Kelly,85,99.69,961,23,935
73,74,74,Kris Blanks,92,99.67,1220,42,1174
74,75,75,Lucas Glover,74,99.65,852,34,815
75,76,76,Richard Johnson,64,99.62,783,23,757
76,T77,T77,Billy Mayfair,94,99.6,1255,45,1205
77,T77,T77,Nate Smith,66,99.6,744,27,714
78,T79,T79,Fabián Gómez,84,99.59,977,38,935
79,T79,T79,David Mathis,83,99.59,978,29,945
80,81,81,Brandt Jobe,100,99.57,1154,43,1106
81,82,82,Cameron Beckman,71,99.56,904,31,869
82,83,83,Marc Turnesa,54,99.54,651,20,628
83,84,84,Tim Herron,85,99.46,1108,34,1068
84,85,85,Ian Poulter,52,99.45,547,14,530
85,T86,T86,Steve Flesch,88,99.44,1069,30,1033
86,T86,T86,Billy Horschel,75,99.44,897,26,866
87,T88,T88,Michael Connell,76,99.43,1050,24,1020
88,T88,T88,Alexandre Rocha,65,99.43,705,26,675
89,T90,T90,Jonathan Byrd,83,99.42,1028,24,998
90,T90,T90,John Merrick,71,99.42,856,30,821
91,92,92,George McNeill,69,99.4,833,21,807
92,93,93,Kevin Kisner,70,99.38,801,24,772
93,T94,T94,Jason Bohn,74,99.37,959,27,926
94,T94,T94,Steven Bowditch,86,99.37,1108,37,1064
95,T94,T94,Tommy Gainey,104,99.37,1269,38,1223
96,T94,T94,Bill Lunde,92,99.37,1108,35,1066
97,98,98,Kent Jones,76,99.36,939,29,904
98,T99,T99,Matt Jones,71,99.35,926,30,890
99,T99,T99,Justin Leonard,82,99.35,1082,26,1049
100,101,101,Steve Marino,76,99.31,869,33,830
101,T102,T102,Retief Goosen,50,99.3,569,17,548
102,T102,T102,Nathan Green,81,99.3,993,27,959
103,T102,T102,Bubba Watson,85,99.3,861,27,828
104,105,105,Chris Kirk,87,99.28,1118,33,1077
105,106,106,Keegan Bradley,91,99.27,1102,25,1069
106,107,107,Andres Romero,77,99.26,945,28,910
107,108,108,Ben Crane,76,99.21,891,23,861
108,T109,T109,Ryan Palmer,82,99.19,867,19,841
109,T109,T109,Jim Renner,65,99.19,745,21,718
110,T111,T111,Harrison Frazar,58,99.17,600,20,575
111,T111,T111,Vaughn Taylor,89,99.17,1206,26,1170
112,113,113,Briny Baird,60,99.15,710,21,683
113,114,114,Spencer Levin,113,99.13,1375,30,1333
114,115,115,Justin Rose,79,99.12,904,21,875
115,116,116,Nick O'Hern,89,99.11,1118,38,1070
116,117,117,Chris Stroud,88,99.01,1113,30,1072
117,118,118,Anthony Kim,72,99.0,798,20,770
118,119,119,Brendan Steele,89,98.92,1116,23,1081
119,T120,T120,Sung Kang,63,98.91,732,23,701
120,T120,T120,Jhonattan Vegas,84,98.91,1013,34,968
121,T122,T122,Martin Piller,63,98.9,728,23,697
122,T122,T122,Heath Slocum,89,98.9,1094,27,1055
123,T124,T124,Matt Bettencourt,84,98.89,1082,32,1038
124,T124,T124,Scott Stallings,84,98.89,988,23,954
125,126,126,Michael Bradley,74,98.86,878,27,841
126,127,127,Tag Ridings,87,98.79,1071,37,1021
127,T128,T128,Andres Gonzales,60,98.75,638,10,620
128,T128,T128,Vijay Singh,79,98.75,1039,34,992
129,T130,T130,Arjun Atwal,91,98.74,1189,31,1143
130,T130,T130,Bo Van Pelt,92,98.74,1029,28,988
131,132,132,Bio Kim,71,98.7,846,26,809
132,T133,T133,Chad Campbell,99,98.66,1266,37,1212
133,T133,T133,K.J. Choi,77,98.66,821,19,791
134,T133,T133,Jim Furyk,87,98.66,1044,28,1002
135,136,136,Zach Johnson,79,98.65,892,12,868
136,T137,T137,D.J. Brigman,67,98.63,805,29,765
137,T137,T137,Marc Leishman,87,98.63,1167,34,1117
138,139,139,Sean O'Hair,71,98.6,859,22,825
139,140,140,Rocco Mediate,53,98.57,698,20,668
140,141,141,Camilo Villegas,69,98.56,832,27,793
141,142,142,Stuart Appleby,65,98.53,882,23,846
142,T143,T143,Robert Allenby,84,98.52,1012,30,967
143,T143,T143,Ben Curtis,66,98.52,878,19,846
144,145,145,Phil Mickelson,79,98.49,859,22,824
145,146,146,Robert Karlsson,61,98.46,651,16,625
146,T147,T147,Charley Hoffman,93,98.41,1070,28,1025
147,T147,T147,Gary Woodland,93,98.41,1009,25,968
148,149,149,Joe Ogilvie,75,98.38,866,23,829
149,150,150,Brian Davis,105,98.33,1319,28,1269
150,151,151,Paul Goydos,81,98.26,1095,28,1048
151,152,152,J.B. Holmes,57,98.24,680,16,652
152,153,153,Daniel Summerhays,75,98.19,996,22,956
153,154,154,Robert Garrigus,83,98.18,988,30,940
154,155,155,Kevin Stadler,88,98.17,1093,35,1038
155,156,156,Jarrod Lyle,83,98.12,1063,25,1018
156,157,157,Kyle Stanley,98,98.11,1165,32,1111
157,158,158,Davis Love III,70,98.09,787,18,754
158,159,159,Rich Beem,53,98.08,676,16,647
159,160,160,Rory Sabbatini,85,98.05,870,15,838
160,161,161,Chris Riley,76,98.03,1014,31,963
161,162,162,Troy Merritt,63,97.98,840,19,804
162,163,163,Chris DiMarco,93,97.94,1211,29,1157
163,164,164,Bobby Gates,82,97.9,998,23,954
164,165,165,Troy Matteson,91,97.87,1175,29,1121
165,166,166,Scott Gutschewski,67,97.85,790,18,755
166,167,167,Ryuji Imada,83,97.84,1111,31,1056
167,T168,T168,Dustin Johnson,72,97.83,782,16,749
168,T168,T168,Derek Lamely,65,97.83,829,19,792
169,170,170,David Duval,67,97.78,854,31,804
170,171,171,Ernie Els,71,97.75,888,25,843
171,172,172,Adam Scott,60,97.69,648,20,613
172,173,173,Joseph Bramlett,73,97.66,898,23,854
173,174,174,Jason Dufner,78,97.64,934,20,892
174,175,175,James Driscoll,71,97.62,884,18,845
175,176,176,Alex Prugh,82,97.52,1047,21,1000
176,177,177,Kevin Chappell,78,97.44,899,29,847
177,178,178,Jim Herman,69,97.37,835,19,794
178,179,179,D.J. Trahan,91,97.28,1249,30,1185
179,180,180,Joe Durant,71,97.27,954,23,905
180,181,181,Zack Miller,86,97.13,1079,27,1021
181,182,182,Ricky Barnes,78,96.81,973,21,921
182,183,183,Justin Hicks,60,96.69,665,15,628
183,184,184,Alex Cejka,59,96.42,699,12,662
184,185,185,Tom Gillis,55,96.26,722,13,682
185,186,186,Boo Weekley,66,96.03,882,20,827
